ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-6631139,Source2,2,2021-05-15 19:44:32.913558,2021-05-15 21:36:32.913558,29.749486,-95.442938,29.74859,-95.437912,2.634,Forward which born.,Nash Point,Houston,Jessicaville,TX,25821,US,US/Eastern,KuTC,2021-05-15 19:16:32.913558,47.2,,70.5,29.78,6.3,SE,5.0,0.13,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-1292147,Source2,2,2018-12-10 15:36:55.950213,2018-12-10 17:38:55.950213,37.349796,-121.911458,,,2.362,Easy quickly however station local arm.,Felicia Valley,San Jose,Sarahburgh,CA,65202,US,US/Eastern,KnXT,2018-12-10 15:16:55.950213,87.5,0.0,95.4,29.6,4.5,CALM,12.2,0.1,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4430452,Source2,2,2025-05-11 16:55:14.364173,2025-05-11 19:49:14.364173,32.817383,-96.824044,32.812349,,0.601,Understand me must attorney author job.,Ricardo Meadows,Dallas,East Vanessaberg,TX,70819,US,US/Eastern,KzUD,2025-05-11 16:40:14.364173,59.0,,49.7,29.34,6.5,W,10.8,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9884433,Source1,2,2020-05-16 22:12:12.418851,2020-05-17 01:34:12.418851,33.810745,-84.373734,,-84.38394,0.173,Skill attorney school tend write simply.,Veronica Mews,Atlanta,East Jake,GA,08650,US,US/Eastern,KUPs,2020-05-16 21:43:12.418851,84.5,,101.7,28.12,8.9,NW,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5827828,Source2,2,2024-05-02 14:56:02.459754,2024-05-02 15:13:02.459754,32.751446,-96.807466,32.751552,,0.792,Happy away different allow join.,Glover Lodge,Dallas,Lake Daniel,TX,26834,US,US/Eastern,Kbti,2024-05-02 14:46:02.459754,57.7,0.0,45.0,29.5,12.2,W,11.4,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2374531,Source2,2,2021-03-14 17:30:34.087001,2021-03-14 18:58:34.087001,35.869754,-78.80851,35.873469,,1.917,Star hospital produce once attack moment debate.,Bryan Light,Raleigh,Perezville,NC,98319,US,US/Eastern,KIHm,2021-03-14 17:17:34.087001,50.0,43.18691457769815,,28.54,8.1,E,9.7,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8108392,Source1,2,2019-08-06 00:53:35.268067,2019-08-06 02:52:35.268067,28.425305,-81.497769,,,0.018,Discussion budget mother step left.,Mark Divide,Orlando,East Bryanstad,FL,52308,US,US/Eastern,KYkq,2019-08-06 00:28:35.268067,76.1,,68.9,31.11,10.3,S,19.6,0.0,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,Night,Night,Night
A-4451700,Source1,2,2020-09-19 17:59:54.038557,2020-09-19 21:44:54.038557,29.889442,-95.35928,,,2.619,Physical bag year respond.,Fuentes Plain,Houston,Mcgeeberg,TX,16590,US,US/Eastern,KaGf,2020-09-19 17:47:54.038557,54.6,,100.3,28.62,5.4,VAR,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4035101,Source1,2,2023-05-08 18:41:44.136114,2023-05-08 18:58:44.136114,28.496107,-81.450688,28.506301,-81.452235,0.116,Then management office which.,Steele Mills,Orlando,East Thomaschester,FL,96719,US,US/Eastern,KGEj,2023-05-08 18:22:44.136114,21.7,,17.0,29.33,3.9,S,,0.08,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2790707,Source1,2,2022-06-01 12:55:11.703855,2022-06-01 13:51:11.703855,44.846532,-93.386189,,-93.394434,1.409,Weight reality particularly audience.,Matthew Stream,Minneapolis,West Robert,MN,12678,US,US/Eastern,KMmH,2022-06-01 12:28:11.703855,48.8,0.0,109.7,29.04,9.8,WNW,4.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-1963548,Source1,3,2021-01-16 01:27:15.306991,2021-01-16 03:40:15.306991,25.768361,-80.43288,25.763715,-80.418042,0.72,Very conference area particularly apply artist wind.,Kari Hills,Miami,Marieberg,FL,99267,US,US/Eastern,KOOx,2021-01-16 01:18:15.306991,57.6,0.0,60.6,31.24,10.4,S,21.2,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-9811062,Source2,2,2024-01-10 16:41:02.488058,2024-01-10 18:21:02.488058,34.117726,-118.236975,,,0.805,Relate city activity finish.,Michael Radial,Los Angeles,New Janiceburgh,CA,74777,US,US/Eastern,KeJW,2024-01-10 16:29:02.488058,20.6,14.335305948085267,24.0,28.58,14.6,S,8.9,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6249474,Source1,2,2019-10-03 05:53:37.220422,2019-10-03 06:08:37.220422,37.335112,-121.786279,,-121.784455,5.473,Service people walk age today myself phone.,Scott Forges,San Jose,Anthonyview,CA,67459,US,US/Eastern,KWFS,2019-10-03 05:44:37.220422,29.6,20.406892108006588,92.9,29.36,5.1,S,13.2,0.0,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
A-7905470,Source1,2,2023-03-23 12:45:07.555820,2023-03-23 13:32:07.555820,30.301708,-81.661587,,-81.655541,1.604,One audience son eat prevent then relate.,Gould Fort,Jacksonville,West Lisa,FL,57404,US,US/Eastern,KOyt,2023-03-23 12:30:07.555820,38.5,32.749384434762284,46.5,30.06,10.1,ESE,8.2,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-7392401,Source2,2,2020-06-30 00:07:26.071997,2020-06-30 02:23:26.071997,34.064844,-81.04214,,-81.03365,3.012,Up four wrong near.,Fuentes Plaza,Columbia,East Kimberlyview,SC,17767,US,US/Eastern,KPzp,2020-06-30 00:02:26.071997,56.1,0.0,108.6,30.98,8.5,NE,15.0,0.0,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-8507547,Source1,2,2022-04-22 23:06:01.024783,2022-04-23 02:27:01.024783,32.858233,-96.828222,32.860196,-96.828534,0.718,Fire that state exist agency.,Jason Forest,Dallas,North Aaron,TX,62905,US,US/Eastern,KYqc,2022-04-22 22:51:01.024783,82.8,0.0,66.0,29.69,10.3,WNW,15.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3902383,Source1,2,2024-03-12 12:53:21.921931,2024-03-12 13:19:21.921931,32.808639,-96.881045,32.804954,,1.555,Science network would first need church sound.,Nathaniel Isle,Dallas,West Manueltown,TX,46486,US,US/Eastern,Khkl,2024-03-12 12:47:21.921931,58.5,0.0,28.2,28.71,9.8,,7.2,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9384858,Source2,2,2018-09-19 03:47:00.606216,2018-09-19 05:58:00.606216,34.048511,-118.263254,34.044834,,3.511,Daughter whom gun somebody door.,Turner Wells,Los Angeles,South Kimberlyville,CA,85344,US,US/Eastern,KMEd,2018-09-19 03:37:00.606216,77.9,,73.7,28.99,7.4,W,7.5,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-7600303,Source1,2,2025-07-22 10:55:49.456180,2025-07-22 14:41:49.456180,35.060643,-80.784018,,-80.780001,1.034,Market old strategy laugh clearly drop.,Donald Port,Charlotte,Marshallmouth,NC,30410,US,US/Eastern,Ksyh,2025-07-22 10:38:49.456180,112.5,0.0,72.7,31.61,10.7,E,0.0,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4391981,Source2,2,2020-11-17 10:38:47.220958,2020-11-17 12:22:47.220958,28.620431,-81.186307,28.612852,-81.189506,0.285,Outside Mr learn firm almost.,Janet Mission,Orlando,South David,FL,63352,US,US/Eastern,KSka,2020-11-17 10:26:47.220958,76.3,0.0,57.4,29.92,9.0,SW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-752235,Source2,3,2023-08-21 11:10:25.339573,2023-08-21 11:40:25.339573,32.753839,-96.785333,,-96.786495,2.401,Environment cut through.,Jenna Stream,Dallas,Monroeville,TX,19456,US,US/Eastern,KpPz,2023-08-21 10:49:25.339573,64.8,0.0,58.0,30.24,7.5,ESE,4.3,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2384956,Source2,2,2021-09-13 00:56:23.052443,2021-09-13 02:05:23.052443,32.76408,-117.205144,,-117.204357,0.906,Current become cover amount.,Pollard Junctions,San Diego,North Michael,CA,47081,US,US/Eastern,KovD,2021-09-13 00:30:23.052443,32.7,21.693101264247616,54.7,28.15,11.5,WNW,15.8,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-5696573,Source2,2,2023-06-18 20:59:37.748393,2023-06-19 00:02:37.748393,25.669935,-80.163999,,,0.52,Where sing special product.,Johnson Springs,Miami,Heatherfort,FL,67258,US,US/Eastern,KWrs,2023-06-18 20:34:37.748393,21.1,0.0,74.6,30.01,7.7,NE,0.0,0.0,Cloudy,False,False,True,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-8083141,Source1,2,2020-03-10 19:46:17.755809,2020-03-10 22:22:17.755809,33.770147,-84.337268,,-84.333096,0.355,Scene out exactly above white network most might.,Jennifer Trail,Atlanta,South Nicholeville,GA,29527,US,US/Eastern,KiPx,2020-03-10 19:34:17.755809,77.0,0.0,51.7,28.82,11.7,NNW,3.2,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-5991237,Source1,2,2019-01-04 19:52:10.753116,2019-01-04 20:05:10.753116,25.803943,-80.346158,,,1.694,Picture manage step pattern.,Coleman Mews,Miami,Alvarezmouth,FL,50555,US,US/Eastern,KrLW,2019-01-04 19:32:10.753116,57.2,0.0,55.1,31.73,11.5,SSE,,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-7758290,Source2,2,2025-07-15 13:05:33.481536,2025-07-15 16:35:33.481536,33.647523,-112.05978,33.63469,-112.05929,1.096,Phone likely real.,Sandra Path,Phoenix,Richardhaven,AZ,94791,US,US/Eastern,KcPE,2025-07-15 12:49:33.481536,96.0,0.0,,29.61,7.3,WSW,0.0,0.04,Light Rain,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-3490430,Source1,2,2020-05-11 18:31:34.436805,2020-05-11 19:44:34.436805,30.22078,-81.795301,30.209721,,1.684,Herself happen amount western million win contain.,Sutton Points,Jacksonville,New Cindy,FL,30099,US,US/Eastern,KAML,2020-05-11 18:11:34.436805,56.3,0.0,54.0,29.42,13.2,SE,0.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-2283269,Source2,2,2025-08-12 16:26:08.829479,2025-08-12 20:16:08.829479,30.466403,-91.136968,30.460824,,0.041,Little walk activity seek compare avoid help.,Eduardo Union,Baton Rouge,Brownstad,LA,20671,US,US/Eastern,KIYj,2025-08-12 16:05:08.829479,63.8,0.0,108.9,28.91,8.4,VAR,3.6,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-6997322,Source1,2,2020-11-10 05:09:30.845068,2020-11-10 08:45:30.845068,29.667966,-95.29699,29.657872,,0.83,Example region admit mean.,Kristine Island,Houston,New Cynthiaport,TX,83271,US,US/Eastern,KErS,2020-11-10 04:56:30.845068,52.5,0.0,70.0,29.61,9.8,N,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-9897808,Source1,2,2022-09-05 19:53:08.823838,2022-09-05 23:33:08.823838,37.629266,-77.495513,,,1.032,Focus activity chair.,Parker Pass,Richmond,East Peterhaven,VA,57690,US,US/Eastern,KVOo,2022-09-05 19:47:08.823838,71.1,0.0,56.1,27.7,10.4,SSE,12.3,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-3400130,Source2,2,2022-03-18 13:08:29.157532,2022-03-18 15:06:29.157532,25.881096,-80.212804,25.881756,,2.147,Another possible whole people least.,Boyd Inlet,Miami,Bryantborough,FL,69774,US,US/Eastern,KCjR,2022-03-18 13:03:29.157532,59.9,0.0,46.3,30.02,10.2,,5.3,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-1479963,Source2,3,2026-02-03 15:09:20.004334,2026-02-03 17:19:20.004334,34.020438,-118.305139,34.028918,,1.111,Life dark design move picture wife.,Amber Ridges,Los Angeles,Gouldport,CA,12685,US,US/Eastern,KXXq,,82.4,0.0,68.4,27.74,7.6,Calm,14.3,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9470487,Source2,3,2020-01-31 18:26:21.218661,2020-01-31 18:42:21.218661,33.593868,-112.049593,,-112.039573,0.883,Until resource carry near.,Martin Falls,Phoenix,South Christinachester,AZ,71402,US,US/Eastern,Knyr,2020-01-31 18:15:21.218661,48.4,41.89207169725435,78.2,29.37,6.7,SW,9.3,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-455619,Source1,2,2021-11-30 01:45:41.977431,2021-11-30 04:44:41.977431,33.998521,-118.283787,33.999664,-118.296301,1.862,Something total stay best.,Kimberly Summit,Los Angeles,East Katherineport,CA,74889,US,US/Eastern,Kprn,2021-11-30 01:40:41.977431,49.5,44.624066893683974,101.4,30.14,6.6,CALM,6.9,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5895505,Source2,2,2022-07-31 16:30:46.865552,2022-07-31 18:49:46.865552,39.751052,-86.040615,39.757914,-86.035665,0.452,Production over network.,Diaz Causeway,Indianapolis,Lake William,IN,63237,US,US/Eastern,KgCT,2022-07-31 16:22:46.865552,45.8,0.0,61.3,28.92,,SW,1.5,0.0,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6802855,Source3,3,2020-01-25 01:45:55.084983,2020-01-25 05:44:55.084983,34.08372,-80.958333,34.092283,,1.086,Individual through around miss book live door food.,Welch Heights,Columbia,Williamberg,SC,38860,US,US/Eastern,Khvk,2020-01-25 01:16:55.084983,61.8,0.0,61.4,30.28,12.1,CALM,4.1,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-8379143,Source1,3,2018-03-09 01:43:17.193222,2018-03-09 05:14:17.193222,33.7023,-84.391588,,,2.722,Late door guy seat.,Daniel Mission,Atlanta,Braybury,GA,34606,US,US/Eastern,KpqF,2018-03-09 01:21:17.193222,103.5,,90.7,29.64,5.9,WNW,12.3,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-5986403,Source1,2,2019-09-28 10:15:31.676924,2019-09-28 13:20:31.676924,47.763649,-122.299859,,-122.300549,1.092,Reduce appear of leave despite.,Lauren Island,Seattle,Terrenceberg,WA,47576,US,US/Eastern,KXZR,2019-09-28 10:03:31.676924,40.4,,77.8,28.52,10.7,,14.5,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-354592,Source1,2,2024-11-17 02:02:24.924538,2024-11-17 04:59:24.924538,35.850207,-78.606385,,,0.871,Writer machine onto popular.,Cox Spring,Raleigh,Fernandoport,NC,86890,US,US/Eastern,Kqzp,2024-11-17 01:45:24.924538,41.2,31.75417141334399,62.9,30.81,8.7,CALM,13.6,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
A-4933683,Source1,2,2019-04-16 02:44:50.008225,2019-04-16 04:39:50.008225,36.167052,-86.885533,36.164659,-86.879906,0.758,Per indeed oil poor turn special true.,Rodriguez Light,Nashville,Port Diana,TN,39435,US,US/Eastern,Kabw,2019-04-16 02:34:50.008225,68.0,0.0,30.9,28.4,11.9,SE,14.1,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-4265813,Source2,2,2020-06-16 21:45:16.289561,2020-06-16 22:04:16.289561,47.614304,-122.310576,47.605494,,1.158,Power huge paper age scene development right.,Wong Bridge,Seattle,Wilsonville,WA,43483,US,US/Eastern,KzOG,2020-06-16 21:34:16.289561,52.9,,71.7,31.34,6.7,NNE,8.6,0.0,Overcast,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5948517,Source1,2,2020-02-28 17:49:45.297097,2020-02-28 21:03:45.297097,38.714893,-121.369638,,,0.412,Within be worry major wonder indicate.,Brandon Ford,Sacramento,Timothyhaven,CA,24614,US,US/Eastern,KmDv,2020-02-28 17:31:45.297097,20.6,12.6988700040692,65.7,31.51,11.7,SSW,11.4,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-2911420,Source1,2,2026-03-04 19:31:51.393070,2026-03-04 23:01:51.393070,33.530233,-112.0721,33.537187,,2.603,Myself deal push same lay have artist.,Jaime Lodge,Phoenix,Adamsport,AZ,02458,US,US/Eastern,KTUq,2026-03-04 19:21:51.393070,34.3,29.432625586028497,65.5,29.39,8.9,South,,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-4742596,Source1,2,2022-03-28 06:42:05.501973,2022-03-28 10:08:05.501973,25.757879,-80.210357,,,0.406,Subject art theory American believe tell college turn.,Aaron Plaza,Miami,Robersonchester,FL,32452,US,US/Eastern,KTLL,2022-03-28 06:36:05.501973,87.5,0.0,85.5,29.96,5.1,CALM,5.2,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-4591133,Source1,2,2019-02-16 16:21:26.858077,2019-02-16 16:35:26.858077,44.90802,-93.277503,44.89869,,1.5,Gun approach prevent city care response.,Michael Ferry,Minneapolis,Christopherside,MN,19129,US,US/Eastern,Kftg,2019-02-16 16:02:26.858077,58.0,0.0,81.8,29.71,8.3,CALM,11.1,0.0,Scattered Clouds,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2047706,Source2,4,2024-02-29 04:49:03.816988,2024-02-29 08:21:03.816988,38.534849,-121.373487,38.540141,-121.380067,1.265,Rock real time someone.,Robinson Landing,Sacramento,West Sherryburgh,CA,51712,US,US/Eastern,KYdh,2024-02-29 04:43:03.816988,45.5,41.77927557662116,68.2,31.2,6.6,SW,5.3,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-9453701,Source1,3,2021-08-28 21:00:59.703743,2021-08-28 23:05:59.703743,34.069615,-118.314841,,-118.310402,0.724,Quality prevent parent save.,Robert Parkway,Los Angeles,West Wayne,CA,03055,US,US/Eastern,KhEl,2021-08-28 20:44:59.703743,69.0,0.0,84.8,29.2,10.5,WNW,10.9,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-691086,Source2,2,2022-02-27 03:11:23.166762,2022-02-27 05:11:23.166762,25.608456,-80.350139,,,0.154,Page product art possible maybe husband.,Tricia Locks,Miami,New Christina,FL,39101,US,US/Eastern,KCYr,2022-02-27 02:46:23.166762,48.7,0.0,39.8,28.24,7.9,SSW,3.4,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-6448309,Source2,2,2025-09-13 04:29:16.082261,2025-09-13 05:35:16.082261,34.085104,-80.885522,,-80.888309,2.76,Day economy training.,Leblanc Shoals,Columbia,Hughesstad,SC,84800,US,US/Eastern,KjXl,2025-09-13 04:01:16.082261,43.7,0.0,65.2,29.31,12.3,SW,0.0,,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-2869625,Source2,2,2020-02-12 07:13:08.549767,2020-02-12 10:01:08.549767,25.834515,-80.273674,25.834091,,2.23,Protect full produce get within visit.,Carr Viaduct,Miami,Shaneberg,FL,60158,US,US/Eastern,KBFU,2020-02-12 07:01:08.549767,65.0,0.0,47.5,30.24,11.5,SSW,6.9,0.0,Smoke,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-9384113,Source1,2,2023-11-03 05:24:15.426771,2023-11-03 05:35:15.426771,30.286216,-97.706455,,,1.425,Arrive huge do reduce.,Brandon Rest,Austin,Hudsonshire,TX,55609,US,US/Eastern,KONy,2023-11-03 05:07:15.426771,56.1,,,29.39,3.7,CALM,5.6,,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-6300797,Source1,2,2023-01-20 09:12:33.434578,2023-01-20 12:28:33.434578,25.786854,-80.256172,25.788421,,2.818,Democratic though certainly sea vote.,Meagan Falls,Miami,Lake Sharon,FL,91075,US,US/Eastern,KiGO,2023-01-20 08:55:33.434578,52.3,0.0,50.2,29.41,7.3,SE,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-6986805,Source1,2,2018-08-12 11:47:10.096767,2018-08-12 13:13:10.096767,38.704783,-121.357182,,-121.351023,1.767,Feel family language here material air address.,Davis Extensions,Sacramento,Terryborough,CA,49229,US,US/Eastern,Kelu,2018-08-12 11:18:10.096767,68.2,,78.2,29.67,2.7,WNW,16.5,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-8658339,Source2,2,2022-03-05 23:14:32.709972,2022-03-06 01:57:32.709972,25.599112,-80.174283,25.585289,-80.170168,1.11,Quality science impact full.,Alexander Road,Miami,West Donna,FL,66776,US,US/Eastern,KmQk,2022-03-05 23:09:32.709972,52.0,0.0,52.2,,7.3,SSE,10.8,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3344170,Source1,3,2019-01-25 09:46:24.120417,2019-01-25 11:04:24.120417,37.291812,-121.861592,37.296771,-121.849775,0.604,Book black attack partner speak east policy.,Bianca Summit,San Jose,East Ian,CA,70861,US,US/Eastern,KQHD,2019-01-25 09:24:24.120417,32.6,0.0,104.3,27.0,10.4,VAR,4.3,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-82454,Source2,2,2020-08-13 22:15:36.635343,2020-08-14 00:42:36.635343,32.869373,-117.251949,32.871555,,0.89,College nature physical answer decision million gun.,Osborn Valleys,San Diego,North George,CA,38136,US,US/Eastern,KQkp,2020-08-13 21:55:36.635343,74.2,,64.9,30.15,13.5,Calm,7.9,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-3971207,Source2,3,2024-10-20 18:19:29.619297,2024-10-20 19:18:29.619297,29.686575,-95.414725,29.694396,,0.449,Special manager glass type pass nor ready national.,Williamson Tunnel,Houston,New Andrewshire,TX,05843,US,US/Eastern,Kjhk,2024-10-20 18:13:29.619297,49.6,46.04553501574133,64.9,30.75,5.4,VAR,5.0,0.26,Light Rain,False,False,False,False,True,False,True,False,False,False,False,False,False,Night,Day,Day,Day
A-3588124,Source1,2,2018-11-01 14:25:21.584912,2018-11-01 15:01:21.584912,29.762776,-95.366726,,,1.123,Possible animal scientist conference stop.,Johnson Rue,Houston,North Leslie,TX,85176,US,US/Eastern,KAAD,2018-11-01 13:59:21.584912,74.6,0.0,92.2,30.49,10.3,N,11.1,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-5338933,Source2,2,2021-01-22 21:06:12.334525,2021-01-22 22:38:12.334525,38.559064,-121.346613,38.558911,,1.375,Yourself magazine still.,Joseph Hill,Sacramento,East Elizabeth,CA,00529,US,US/Eastern,KhUK,2021-01-22 20:52:12.334525,74.8,0.0,75.2,29.37,8.4,N,,0.0,Clear,False,False,False,False,False,False,True,False,True,False,False,False,False,Night,Night,Night,Night
A-6372837,Source1,2,2021-06-08 15:29:25.731929,2021-06-08 16:43:25.731929,45.073219,-93.348417,45.080451,,0.399,Action or attention focus rather his send.,Nelson Freeway,Minneapolis,Pattersonchester,MN,26058,US,US/Eastern,KWKX,,79.2,,,29.55,12.3,ENE,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-2199500,Source2,3,2025-12-15 04:20:33.172616,2025-12-15 07:30:33.172616,30.414976,-97.789037,30.42922,,0.95,Color into half sign write fly per.,Allen Wall,Austin,North Katherinefurt,TX,21944,US,US/Eastern,KSWq,2025-12-15 04:09:33.172616,78.5,0.0,83.8,30.8,10.2,NNE,6.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-540660,Source1,2,2018-07-29 19:32:34.754078,2018-07-29 20:44:34.754078,37.515893,-77.41673,,,1.314,East report baby situation deep.,Greene Loaf,Richmond,North Donald,VA,38753,US,US/Eastern,KEST,2018-07-29 19:20:34.754078,43.0,,28.4,31.6,6.8,W,4.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
A-9969514,Source2,3,2020-11-24 08:53:41.172390,2020-11-24 10:31:41.172390,28.455617,-81.49982,,,3.225,Happen none section eye.,Foster Ville,Orlando,North Anthonyland,FL,10125,US,US/Eastern,KKyQ,2020-11-24 08:45:41.172390,77.9,,62.7,28.88,10.2,CALM,13.0,,Fair,False,False,True,False,True,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5621750,Source1,2,2025-01-18 13:25:18.093741,2025-01-18 14:53:18.093741,28.382433,-81.398236,,-81.393281,1.373,Carry like at.,Stewart Plains,Orlando,Howardberg,FL,04044,US,US/Eastern,KxdC,2025-01-18 13:12:18.093741,52.4,,96.6,29.0,5.9,South,11.9,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-5435612,Source1,2,2019-05-27 21:01:10.554520,2019-05-28 00:47:10.554520,34.057307,-118.417945,34.058611,-118.409506,2.902,Language word amount environmental page western consumer woman.,Shannon Place,Los Angeles,Sherrimouth,CA,19568,US,US/Eastern,KuTx,2019-05-27 20:56:10.554520,58.9,,78.0,30.71,6.2,NNW,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-5536631,Source2,2,2021-06-01 17:26:25.132259,2021-06-01 18:33:25.132259,41.944823,-87.63286,,-87.63559,4.838,Its action various mother will.,Martin Turnpike,Chicago,Andrewton,IL,32277,US,US/Eastern,KOZc,2021-06-01 17:02:25.132259,69.9,0.0,51.1,27.2,5.4,ESE,2.2,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
